name,local health area,active cases,recovered cases,total cases,deaths,dose 1,dose 2,total dose administered,# of total outbreaks,population,population region,population ratio,age (0-14),age (15-64),age (65-84),age (85+),male,female,avg household size,non-immigrants,immigrants,recent immigrants,non pr,aboriginal,no certificate,high school,post-secondary,# of population over 15,labour participation rate,employement rate,driver+passenger,public transit,walked+bike,low income
CHAPPELLE AREA (5462) ( 7.9%),Rutherford,11.0,363.0,376.0,2.0,3422.0,440.0,3861.0,1.0,224.0,85645.0,0.05114133924922646,1075,3255,55,0,2200,2180,3.0,2905,1390,530,90,125,255,845,2210,3305,87.6,81.7,2315,250,10,220.0
HERITAGE VALLEY TOWN CENTRE AREA (5464) ( 11.8%),Rutherford,2.0,48.0,50.0,0.0,457.0,59.0,516.0,0.0,4.0,85645.0,0.006830521338081616,80,490,10,0,295,295,2.6,355,185,60,45,20,40,125,340,505,82.0,75.0,300,70,0,85.0
HAYS RIDGE AREA (5465) ( 2.3%),Rutherford,0.0,14.0,15.0,0.0,133.0,17.0,150.0,0.0,0.0,85645.0,0.001984937824741666,30,130,0,0,90,80,3.0,130,45,10,0,0,25,20,100,135,78.6,71.4,90,0,0,
CAVANAGH (5467) ( 8.2%),Rutherford,0.0,14.0,14.0,0.0,129.0,17.0,145.0,0.0,0.0,85645.0,0.0019265573004845584,25,140,0,0,80,85,3.2,80,90,40,0,10,10,35,100,140,85.7,71.4,70,0,0,
GRAYDON HILL (5468) ( 10.3%),Rutherford,0.0,14.0,14.0,0.0,129.0,17.0,145.0,0.0,0.0,85645.0,0.0019265573004845584,25,140,0,0,90,75,2.7,80,75,65,15,0,15,30,95,140,78.6,71.4,60,25,0,
PAISLEY (5469) ( 5.6%),Rutherford,1.0,42.0,44.0,0.0,398.0,51.0,450.0,0.0,3.0,85645.0,0.0059548134742249985,110,400,0,0,280,225,2.9,345,145,60,15,25,20,75,310,400,91.2,81.2,275,45,0,20.0
AMBLESIDE (5505) ( 3.5%),Rutherford,14.0,437.0,452.0,2.0,4117.0,529.0,4646.0,1.0,324.0,85645.0,0.06153307256699165,1120,3805,330,15,2535,2735,2.9,3285,1805,520,180,90,270,890,2995,4150,81.4,75.3,2615,225,75,400.0
WINDERMERE (5570) ( 5.0%),Rutherford,23.0,723.0,749.0,3.0,6816.0,876.0,7692.0,2.0,889.0,85645.0,0.10187401482865316,1970,6285,415,50,4470,4255,3.1,5145,3365,690,205,160,490,1425,4840,6750,78.1,72.5,3880,450,60,460.0
KESWICK AREA (5576) ( 9.5%),Rutherford,2.0,51.0,52.0,0.0,477.0,61.0,538.0,0.0,4.0,85645.0,0.007122423959367155,135,450,25,0,310,300,2.8,365,220,40,20,30,25,65,380,470,83.2,76.8,315,15,0,25.0
GLENRIDDING HEIGHTS (5578) ( 5.0%),Rutherford,4.0,129.0,134.0,1.0,1219.0,157.0,1375.0,0.0,28.0,85645.0,0.01821472356821764,355,1175,30,0,790,770,3.0,720,765,315,80,30,100,220,885,1205,85.1,80.5,815,90,0,115.0
BLACKBURNE (5590) ( 3.1%),Rutherford,4.0,120.0,124.0,1.0,1129.0,145.0,1274.0,0.0,24.0,85645.0,0.016871971510304163,165,985,280,15,685,760,2.8,1055,390,55,0,30,180,315,790,1285,63.4,61.1,640,55,20,70.0
ELLERSLIE (6211) ( 6.3%),Rutherford,16.0,508.0,526.0,2.0,4793.0,616.0,5409.0,1.0,439.0,85645.0,0.07163290326347131,1460,4435,210,30,3165,2970,3.2,3515,2395,585,220,250,550,1315,2810,4675,81.4,73.6,2810,370,65,480.0
SUMMERSIDE (6213) ( 4.5%),Rutherford,37.0,1200.0,1242.0,5.0,11313.0,1453.0,12766.0,3.0,2448.0,85645.0,0.16906999824858426,3645,10315,490,30,7185,7290,3.1,9410,4835,1085,235,350,1030,2550,7255,10835,82.9,76.6,6915,710,50,445.0
THE ORCHARDS AT ELLERSLIE (6216) ( 2.9%),Rutherford,3.0,103.0,106.0,0.0,969.0,124.0,1093.0,0.0,18.0,85645.0,0.014478370015762741,270,950,20,0,590,655,2.9,705,525,205,15,25,80,175,710,965,88.6,83.4,670,90,10,30.0
CHARLESWORTH (6661) ( 6.9%),Rutherford,14.0,459.0,475.0,2.0,4324.0,555.0,4880.0,1.0,358.0,85645.0,0.06462724035261837,1325,4020,185,10,2815,2720,3.2,2910,2510,735,120,105,535,1110,2575,4215,80.9,73.4,2585,330,10,300.0
WALKER (6662) ( 4.9%),Rutherford,20.0,639.0,662.0,3.0,6027.0,774.0,6802.0,1.0,695.0,85645.0,0.09008114892871738,1970,5535,195,15,3920,3795,3.2,3355,4250,1745,110,165,655,1175,3915,5745,80.9,74.3,3390,640,30,490.0
ASPEN GARDENS (5020) ( 2.3%),Twin Brooks,2.0,66.0,69.0,1.0,1288.0,274.0,1562.0,0.0,44.0,72810.0,0.024721878862793572,335,1165,275,20,880,920,3.2,1410,350,80,40,15,90,305,1070,1465,72.0,65.5,690,120,40,100.0
BEARSPAW (5030) ( 2.1%),Twin Brooks,2.0,76.0,79.0,1.0,1481.0,315.0,1796.0,0.0,59.0,72810.0,0.02843016069221261,235,1310,470,60,1075,1000,2.8,1475,570,65,30,40,210,450,1175,1835,58.7,54.6,775,135,20,145.0
BLUE QUILL ESTATES (5070) ( 6.6%),Twin Brooks,1.0,51.0,53.0,1.0,998.0,212.0,1210.0,0.0,27.0,72810.0,0.019159456118665017,265,900,205,20,720,670,3.0,805,505,190,80,15,120,275,730,1130,68.9,58.7,480,115,0,95.0
BRANDER GARDENS (5080) ( 6.0%),Twin Brooks,2.0,93.0,96.0,1.0,1810.0,385.0,2195.0,0.0,88.0,72810.0,0.03474797417937096,515,1655,305,55,1205,1330,2.9,1845,610,225,75,75,185,485,1340,2015,67.1,60.1,905,180,10,475.0
BROOKSIDE (5090) ( 0.0%),Twin Brooks,2.0,76.0,79.0,1.0,1474.0,313.0,1787.0,0.0,58.0,72810.0,0.028292816920752643,435,1250,345,25,1040,1020,3.1,1540,480,105,40,50,155,270,1190,1620,64.5,58.6,715,95,10,105.0
BULYEA HEIGHTS (5100) ( 1.8%),Twin Brooks,3.0,129.0,133.0,1.0,2504.0,532.0,3037.0,0.0,168.0,72810.0,0.0480703200109875,460,2385,565,85,1700,1800,2.9,2345,1110,55,35,65,230,750,2055,3035,67.5,62.8,1395,180,35,95.0
CARTER CREST (5130) ( 1.7%),Twin Brooks,1.0,53.0,55.0,1.0,1023.0,218.0,1241.0,0.0,28.0,72810.0,0.019640159318774893,230,920,275,10,695,735,3.2,1010,410,10,10,15,115,235,855,1200,66.8,61.8,620,50,10,35.0
FALCONER HEIGHTS (5190) ( 0.4%),Twin Brooks,2.0,66.0,69.0,1.0,1288.0,274.0,1562.0,0.0,44.0,72810.0,0.024721878862793572,270,1205,300,30,905,900,3.0,1025,770,110,10,20,115,350,1070,1535,61.4,55.6,610,130,35,50.0
GRANDVIEW HEIGHTS (5210) ( 7.4%),Twin Brooks,1.0,38.0,39.0,0.0,733.0,156.0,889.0,0.0,14.0,72810.0,0.01407773657464634,230,635,130,30,535,485,3.3,805,215,10,0,40,50,145,590,790,70.3,65.8,355,70,50,35.0
HENDERSON ESTATES (5230) ( 3.4%),Twin Brooks,2.0,71.0,73.0,1.0,1377.0,293.0,1670.0,0.0,51.0,72810.0,0.026438676006043126,325,1260,320,20,960,965,3.2,1330,590,20,10,45,110,340,1145,1595,68.1,62.5,790,85,10,60.0
KEHEEWIN (5250) ( 5.7%),Twin Brooks,3.0,109.0,112.0,1.0,2111.0,449.0,2559.0,0.0,120.0,72810.0,0.04051641258068946,465,1875,530,75,1385,1565,2.9,1945,915,205,85,70,305,625,1555,2480,63.2,58.4,1065,235,45,235.0
LANSDOWNE (5260) ( 0.0%),Twin Brooks,1.0,33.0,34.0,0.0,644.0,137.0,781.0,0.0,11.0,72810.0,0.012360939431396786,160,545,185,10,455,440,3.0,750,145,0,0,40,55,150,540,740,66.2,64.2,315,60,25,90.0
OGILVIE RIDGE (5300) ( 2.5%),Twin Brooks,1.0,40.0,42.0,0.0,780.0,166.0,946.0,0.0,16.0,72810.0,0.014970471089136107,155,715,185,30,550,535,3.0,805,275,20,10,10,55,175,700,930,67.2,63.4,475,30,0,15.0
RAMSAY HEIGHTS (5340) ( 4.0%),Twin Brooks,3.0,134.0,138.0,1.0,2594.0,551.0,3145.0,0.0,180.0,72810.0,0.04978711715423705,635,2335,610,50,1745,1885,2.9,2590,985,285,50,110,265,600,2130,2995,68.3,62.8,1395,240,35,210.0
RHATIGAN RIDGE (5350) ( 0.5%),Twin Brooks,3.0,120.0,124.0,1.0,2325.0,494.0,2820.0,0.0,145.0,72810.0,0.044636725724488395,595,2060,545,50,1610,1635,3.1,2240,980,110,25,40,205,520,1935,2655,63.8,60.3,1220,120,60,90.0
SKYRATTLER (5460) ( 7.6%),Twin Brooks,2.0,82.0,85.0,1.0,1599.0,340.0,1939.0,0.0,69.0,72810.0,0.03069633292130202,295,1670,260,10,1055,1185,2.7,1600,580,185,50,105,205,515,1225,1940,73.7,64.2,910,220,45,355.0
MAGRATH HEIGHTS (5476) ( 3.4%),Twin Brooks,3.0,139.0,144.0,1.0,2694.0,573.0,3266.0,0.0,195.0,72810.0,0.051709929954676555,840,2525,330,70,1830,1935,3.3,2345,1355,190,65,70,350,600,1975,2930,71.5,67.6,1505,195,40,225.0
MACTAGGART (5477) ( 3.1%),Twin Brooks,3.0,108.0,111.0,1.0,2089.0,444.0,2533.0,0.0,117.0,72810.0,0.04010438126630957,725,1950,245,0,1465,1455,3.2,1885,995,275,45,35,185,460,1540,2195,73.8,67.4,1195,130,10,135.0
TWIN BROOKS (5511) ( 3.8%),Twin Brooks,6.0,240.0,248.0,2.0,4654.0,989.0,5644.0,1.0,581.0,72810.0,0.08934212333470677,980,4480,990,60,3235,3275,3.0,4245,2130,220,135,205,625,1305,3600,5530,68.7,63.9,2760,415,75,400.0
WESTBROOK ESTATES (5540) ( 2.2%),Twin Brooks,1.0,49.0,50.0,0.0,944.0,201.0,1145.0,0.0,24.0,72810.0,0.018129377832715288,240,840,225,15,695,630,3.0,830,365,115,130,25,95,170,810,1080,57.1,54.8,430,60,30,160.0
HADDOW (5610) ( 1.9%),Twin Brooks,4.0,155.0,160.0,2.0,3001.0,638.0,3640.0,0.0,242.0,72810.0,0.05761571212745502,775,2860,515,50,2020,2175,3.0,2675,1465,170,55,75,310,685,2425,3420,72.4,67.8,1915,135,10,235.0
HODGSON (5620) ( 3.3%),Twin Brooks,2.0,93.0,96.0,1.0,1799.0,383.0,2182.0,0.0,87.0,72810.0,0.03454195852218102,460,1790,250,20,1185,1330,3.1,1380,1085,120,55,20,215,435,1405,2055,67.2,62.5,965,170,20,115.0
LEGER (5630) ( 9.0%),Twin Brooks,3.0,111.0,115.0,1.0,2154.0,458.0,2611.0,0.0,124.0,72810.0,0.04134047520944925,525,2060,405,20,1480,1535,3.1,1435,1500,220,75,35,220,490,1780,2490,66.0,60.8,1195,155,35,175.0
TERWILLEGAR TOWNE (5640) ( 3.8%),Twin Brooks,5.0,214.0,221.0,2.0,4150.0,882.0,5032.0,1.0,462.0,72810.0,0.07965938744677929,1310,4115,350,30,2775,3025,3.2,3980,1650,310,170,90,440,950,3105,4490,76.1,72.0,2565,345,55,295.0
SOUTH TERWILLEGAR (5642) ( 4.3%),Twin Brooks,8.0,339.0,351.0,3.0,6579.0,1399.0,7977.0,1.0,1161.0,72810.0,0.12628759785743718,2155,6620,400,20,4640,4560,3.0,5610,3305,675,290,230,565,1755,4720,7040,79.0,73.6,4095,655,60,675.0
CALLINGWOOD NORTH (4070) ( 7.3%),West Jasper Place,8.0,326.0,336.0,2.0,4183.0,736.0,4919.0,1.0,162.0,41705.0,0.06234264476681453,580,1845,160,15,1305,1295,2.9,1645,870,420,85,200,255,535,1235,2020,77.5,68.9,1025,250,45,430.0
CALLINGWOOD SOUTH (4080) ( 9.1%),West Jasper Place,20.0,766.0,790.0,4.0,9838.0,1731.0,11568.0,2.0,897.0,41705.0,0.1466251049034888,1065,4380,585,80,3005,3110,2.8,3805,2060,965,245,605,930,1620,2500,5045,71.5,64.4,2280,635,190,1220.0
ELMWOOD (4140) ( 6.2%),West Jasper Place,9.0,349.0,360.0,2.0,4488.0,790.0,5278.0,1.0,187.0,41705.0,0.06689845342285097,405,2020,315,45,1365,1425,2.9,2090,640,240,60,250,360,825,1200,2380,69.8,62.3,1000,285,105,215.0
GLENWOOD (4180) ( 5.5%),West Jasper Place,17.0,651.0,672.0,3.0,8366.0,1472.0,9837.0,2.0,648.0,41705.0,0.12468528953362906,765,3550,725,160,2530,2670,2.7,3275,1770,745,160,400,970,1415,2055,4435,67.4,61.3,1940,465,180,685.0
JASPER PARK (4230) ( 10.2%),West Jasper Place,6.0,220.0,227.0,1.0,2823.0,497.0,3320.0,1.0,74.0,41705.0,0.04208128521759981,270,1270,165,50,835,930,2.7,1265,450,200,40,120,220,440,830,1485,73.7,68.4,735,180,35,360.0
LA PERLE (4240) ( 5.0%),West Jasper Place,17.0,659.0,680.0,3.0,8470.0,1490.0,9960.0,2.0,665.0,41705.0,0.1262438556527994,1090,3620,525,40,2600,2665,2.9,3840,1360,440,65,500,750,1235,2195,4180,71.0,65.0,2155,310,90,740.0
MEADOWLARK PARK (4310) ( 7.1%),West Jasper Place,9.0,343.0,353.0,2.0,4400.0,774.0,5174.0,1.0,179.0,41705.0,0.0655796667066299,320,1760,520,130,1320,1410,2.7,2120,590,175,25,110,305,750,1360,2410,60.4,56.2,1040,175,65,185.0
SHERWOOD (4500) ( 7.2%),West Jasper Place,4.0,170.0,176.0,1.0,2188.0,385.0,2573.0,0.0,44.0,41705.0,0.032609998801102984,155,1080,105,15,680,680,2.8,885,430,195,50,125,255,375,570,1200,74.6,69.2,620,120,55,180.0
SUMMERLEA (4520) ( 5.3%),West Jasper Place,6.0,242.0,249.0,1.0,3105.0,546.0,3651.0,1.0,89.0,41705.0,0.04627742476921232,215,1355,305,55,940,990,2.7,1190,675,155,65,90,305,525,880,1715,67.0,62.0,835,95,100,195.0
TERRA LOSA (4540) ( 3.8%),West Jasper Place,6.0,241.0,248.0,1.0,3089.0,543.0,3632.0,1.0,88.0,41705.0,0.046037645366263036,140,1135,565,80,790,1130,2.4,1260,640,85,20,40,225,530,1015,1780,57.9,53.1,705,115,80,205.0
THORNCLIFF (4560) ( 5.7%),West Jasper Place,12.0,475.0,490.0,2.0,6097.0,1073.0,7170.0,1.0,344.0,41705.0,0.09087639371777964,765,2625,380,25,1815,1980,3.0,2300,1295,610,200,470,540,915,1575,3030,68.6,61.7,1140,460,195,440.0
WEST JASPER PLACE (4580) ( 12.0%),West Jasper Place,10.0,402.0,415.0,2.0,5164.0,908.0,6073.0,1.0,247.0,41705.0,0.07696918834672102,470,2390,310,40,1610,1600,2.8,1885,1170,450,160,335,665,705,1370,2740,70.3,62.0,1180,340,105,655.0
WEST MEADOWLARK PARK (4590) ( 5.6%),West Jasper Place,10.0,380.0,392.0,2.0,4883.0,859.0,5742.0,1.0,221.0,41705.0,0.0727730487951085,570,2085,320,60,1535,1500,2.8,1985,895,275,155,230,400,755,1305,2460,71.7,66.9,1215,210,170,345.0
OLIVER (1150) ( 7.2%),Woodcroft East,22.0,1050.0,1103.0,32.0,10914.0,1959.0,12873.0,3.0,5548.0,54135.0,0.32012561189618544,660,14060,2240,370,8735,8595,2.2,12135,4190,1260,1005,845,1325,3835,11515,16670,74.8,69.5,5730,2670,2515,2650.0
PRINCE RUPERT (1170) ( 9.5%),Woodcroft East,2.0,82.0,86.0,2.0,850.0,153.0,1003.0,0.0,34.0,54135.0,0.02493765586034913,130,1095,105,25,715,635,2.8,945,370,100,35,40,200,390,630,1225,73.5,65.3,630,90,60,145.0
QUEEN MARY PARK (1180) ( 7.9%),Woodcroft East,9.0,451.0,474.0,14.0,4686.0,841.0,5526.0,1.0,1023.0,54135.0,0.13743419229703518,940,6030,430,35,4030,3410,2.7,3960,3185,1600,290,480,1065,1930,3505,6500,77.6,68.5,2685,985,550,1500.0
SPRUCE AVENUE (1230) ( 12.0%),Woodcroft East,2.0,102.0,108.0,3.0,1064.0,191.0,1255.0,0.0,53.0,54135.0,0.03121825066962224,310,1205,155,25,875,810,2.8,1190,430,175,70,295,200,385,800,1385,67.9,60.6,485,180,100,345.0
WESTWOOD (1250) ( 13.1%),Woodcroft East,4.0,179.0,188.0,5.0,1858.0,333.0,2191.0,1.0,161.0,54135.0,0.054493396139281426,255,2450,210,40,1685,1265,2.5,1815,920,340,215,340,525,815,1355,2695,70.5,61.6,1040,455,90,745.0
ATHLONE (3010) ( 3.5%),Woodcroft East,4.0,202.0,212.0,6.0,2097.0,376.0,2473.0,1.0,205.0,54135.0,0.06151288445552785,550,2385,335,60,1700,1635,3.0,2230,1035,230,65,245,605,960,1220,2780,69.4,62.2,1365,240,70,220.0
INGLEWOOD (3240) ( 8.8%),Woodcroft East,8.0,392.0,413.0,12.0,4081.0,732.0,4813.0,1.0,776.0,54135.0,0.11970074812967581,880,4945,565,90,3370,3105,2.7,4335,1895,815,245,730,1035,1720,2845,5595,73.1,63.4,2315,790,285,1215.0
PRINCE CHARLES (3350) ( 7.3%),Woodcroft East,2.0,89.0,93.0,3.0,923.0,166.0,1088.0,0.0,40.0,54135.0,0.027061974692897388,260,1090,105,10,745,725,2.9,1135,330,90,0,280,270,370,570,1205,71.0,63.1,555,95,90,195.0
SHERBROOKE (3410) ( 6.1%),Woodcroft East,3.0,152.0,160.0,5.0,1578.0,283.0,1861.0,0.0,116.0,54135.0,0.04627320587420338,405,1850,215,35,1265,1240,2.8,1960,495,115,50,245,480,620,1005,2105,72.4,63.6,975,205,45,280.0
WELLINGTON (3430) ( 7.7%),Woodcroft East,4.0,198.0,208.0,6.0,2056.0,369.0,2425.0,1.0,197.0,54135.0,0.060312182506696226,660,2185,365,50,1680,1590,2.9,2585,630,250,50,290,570,830,1205,2605,66.2,60.7,1180,205,120,530.0
WESTMOUNT (3440) ( 7.7%),Woodcroft East,8.0,383.0,403.0,12.0,3986.0,715.0,4702.0,1.0,740.0,54135.0,0.1169298974785259,900,4810,585,35,3085,3245,2.7,4960,1145,320,225,370,555,1235,3645,5430,80.0,73.5,2685,570,435,760.0
DOVERCOURT (3170) ( 5.8%),Woodcroft West,3.0,129.0,134.0,1.0,1551.0,263.0,1814.0,1.0,176.0,28525.0,0.0785276073619632,450,1570,170,50,1190,1045,2.8,1875,310,105,50,165,335,530,915,1780,74.2,67.8,940,160,35,205.0
GLENORA (3200) ( 6.1%),Woodcroft West,5.0,215.0,222.0,2.0,2580.0,437.0,3017.0,2.0,486.0,28525.0,0.13058720420683612,665,2445,560,50,1835,1885,3.0,2890,775,105,60,75,320,620,2115,3060,69.1,64.1,1425,150,135,290.0
GROVENOR (3210) ( 8.0%),Woodcroft West,3.0,133.0,137.0,2.0,1596.0,270.0,1867.0,1.0,186.0,28525.0,0.08080631025416302,390,1630,245,35,1120,1185,2.8,1920,340,85,45,115,285,475,1150,1910,73.4,67.1,975,140,60,150.0
MCQUEEN (3300) ( 5.8%),Woodcroft West,2.0,98.0,101.0,1.0,1174.0,199.0,1373.0,1.0,101.0,28525.0,0.05942156003505697,305,1200,155,30,850,840,3.1,1310,330,110,55,130,200,400,780,1385,68.1,61.6,635,100,60,135.0
NORTH GLENORA (3310) ( 5.7%),Woodcroft West,3.0,114.0,118.0,1.0,1375.0,233.0,1607.0,1.0,138.0,28525.0,0.06958808063102542,345,1430,165,45,985,995,2.8,1655,310,100,15,145,200,325,1115,1645,76.6,71.7,860,115,90,185.0
WOODCROFT (3450) ( 6.7%),Woodcroft West,3.0,131.0,136.0,2.0,1576.0,267.0,1842.0,1.0,181.0,28525.0,0.07975460122699386,420,1510,305,45,1035,1240,2.8,1570,605,180,100,110,285,540,1035,1855,64.7,59.6,780,180,95,260.0
BRITANNIA YOUNGSTOWN (4060) ( 7.6%),Woodcroft West,6.0,284.0,293.0,3.0,3408.0,577.0,3984.0,2.0,849.0,28525.0,0.17248028045574057,785,3540,520,75,2495,2420,2.7,3285,1515,570,120,440,970,1185,1985,4135,68.9,62.2,1890,365,185,925.0
CANORA (4090) ( 8.7%),Woodcroft West,4.0,198.0,205.0,2.0,2383.0,403.0,2786.0,2.0,415.0,28525.0,0.12059596844872919,565,2540,315,15,1905,1535,2.8,2340,1005,370,95,530,605,940,1325,2870,71.1,61.1,1270,330,80,620.0
HIGH PARK (4200) ( 4.0%),Woodcroft West,2.0,91.0,95.0,1.0,1098.0,186.0,1284.0,1.0,88.0,28525.0,0.05556529360210342,240,1150,145,50,795,785,2.8,1275,270,55,30,125,340,420,585,1340,69.1,60.6,630,95,30,100.0
MAYFIELD (4290) ( 2.7%),Woodcroft West,3.0,119.0,123.0,1.0,1427.0,241.0,1668.0,1.0,149.0,28525.0,0.07221735319894829,325,1450,230,50,1065,990,2.8,1685,355,85,20,205,365,555,810,1730,69.9,65.0,915,140,10,210.0
TRUMPETER AREA (4471) ( 2.8%),Woodcroft West,2.0,69.0,71.0,1.0,828.0,140.0,968.0,1.0,50.0,28525.0,0.04189307624890447,245,900,50,0,615,585,2.8,1000,180,50,20,65,55,205,690,945,85.2,81.5,685,10,10,20.0
HAWKS RIDGE (4473) ( 0.0%),Woodcroft West,0.0,18.0,18.0,0.0,211.0,36.0,247.0,0.0,3.0,28525.0,0.010692375109553023,45,265,0,0,155,145,2.6,275,35,10,0,15,0,70,190,265,84.9,83.0,200,10,0,0.0
STARLING (4474) ( 3.6%),Woodcroft West,1.0,38.0,39.0,0.0,457.0,77.0,534.0,0.0,15.0,28525.0,0.0231375985977213,120,520,20,0,315,345,2.7,530,120,40,15,10,30,120,395,545,85.2,83.3,425,0,0,30.0
KINOKAMAU PLAINS AREA (4475) ( 8.1%),Woodcroft West,0.0,8.0,8.0,0.0,94.0,16.0,109.0,0.0,1.0,28525.0,0.004732690622261174,10,100,20,0,80,60,3.0,120,10,0,0,0,25,45,55,120,75.0,58.3,65,10,10,
