date,location,cases_total,cases_active,cases_recovered,deaths
2020/09/16,Nosehill,249,9.0,238.0,2.0
2021/02/21,Nosehill,1749,74.0,1661.0,14.0
2020/11/03,Nosehill,410,84.0,323.0,3.0
2021/01/09,Nosehill,1459,195.0,1252.0,12.0
2021/05/18,Nosehill,3231,312.0,2905.0,14.0
2020/08/19,Nosehill,210,15.0,193.0,2.0
2021/02/25,Nosehill,1753,57.0,1682.0,14.0
2021/01/30,Nosehill,1650,128.0,1510.0,12.0
2021/03/13,Nosehill,1817,55.0,1748.0,14.0
2020/09/14,Nosehill,249,16.0,231.0,2.0
2021/03/10,Nosehill,1795,49.0,1732.0,14.0
2020/12/22,Nosehill,1216,238.0,968.0,10.0
2021/05/30,Nosehill,3343,133.0,3195.0,15.0
2021/01/21,Nosehill,1587,161.0,1414.0,12.0
2021/01/31,Nosehill,1655,122.0,1521.0,12.0
2021/05/06,Nosehill,2957,420.0,2523.0,14.0
2020/12/27,Nosehill,1287,234.0,1043.0,10.0
2021/05/13,Nosehill,3162,419.0,2729.0,14.0
2020/10/21,Nosehill,327,38.0,286.0,3.0
2020/12/21,Nosehill,1196,237.0,950.0,9.0
2020/10/12,Nosehill,297,25.0,269.0,3.0
2020/09/17,Nosehill,250,9.0,239.0,2.0
2021/01/06,Nosehill,1425,193.0,1220.0,12.0
2021/03/07,Nosehill,1787,44.0,1729.0,14.0
2021/02/24,Nosehill,1750,59.0,1677.0,14.0
2020/08/26,Nosehill,225,18.0,205.0,2.0
2020/10/04,Nosehill,277,23.0,251.0,3.0
2020/11/19,Nosehill,583,137.0,441.0,5.0
2021/01/13,Nosehill,1505,176.0,1317.0,12.0
2021/03/14,Nosehill,1823,61.0,1748.0,14.0
2021/02/27,Nosehill,1763,59.0,1690.0,14.0
2021/05/08,Nosehill,3020,421.0,2585.0,14.0
2020/11/08,Nosehill,457,103.0,351.0,3.0
2021/05/29,Nosehill,3338,141.0,3182.0,15.0
2021/03/11,Nosehill,1801,51.0,1736.0,14.0
2021/01/27,Nosehill,1625,127.0,1486.0,12.0
2021/01/03,Nosehill,1387,205.0,1171.0,11.0
2021/04/22,Nosehill,2533,315.0,2204.0,14.0
2021/02/26,Nosehill,1760,60.0,1686.0,14.0
2021/04/18,Nosehill,2436,344.0,2078.0,14.0
2021/01/04,Nosehill,1397,194.0,1191.0,12.0
2020/09/22,Nosehill,258,10.0,245.0,3.0
2020/10/22,Nosehill,329,36.0,290.0,3.0
2020/10/05,Nosehill,283,29.0,251.0,3.0
2021/05/17,Nosehill,3217,339.0,2864.0,14.0
2021/04/15,Nosehill,2358,333.0,2011.0,14.0
2021/01/12,Nosehill,1497,187.0,1298.0,12.0
2020/11/25,Nosehill,668,165.0,498.0,5.0
2020/08/23,Nosehill,223,22.0,199.0,2.0
2021/01/28,Nosehill,1633,122.0,1499.0,12.0
2021/01/26,Nosehill,1620,136.0,1472.0,12.0
2020/08/27,Nosehill,225,17.0,206.0,2.0
2020/12/29,Nosehill,1313,223.0,1080.0,10.0
2021/04/04,Nosehill,2072,185.0,1873.0,14.0
2021/01/05,Nosehill,1413,201.0,1200.0,12.0
2021/03/12,Nosehill,1810,52.0,1744.0,14.0
2021/05/07,Nosehill,2992,426.0,2552.0,14.0
2021/03/01,Nosehill,1767,60.0,1693.0,14.0
2020/12/28,Nosehill,1296,228.0,1058.0,10.0
2021/05/16,Nosehill,3188,387.0,2787.0,14.0
2021/01/29,Nosehill,1639,124.0,1503.0,12.0
2021/02/01,Nosehill,1655,109.0,1534.0,12.0
2020/12/14,Nosehill,1063,268.0,786.0,9.0
2021/04/14,Nosehill,2337,328.0,1995.0,14.0
2021/01/25,Nosehill,1614,136.0,1466.0,12.0
2021/02/03,Nosehill,1668,103.0,1552.0,13.0
2021/05/15,Nosehill,3188,387.0,2787.0,14.0
2020/09/01,Nosehill,233,24.0,207.0,2.0
2021/03/17,Nosehill,1847,72.0,1761.0,14.0
2020/10/28,Nosehill,370,58.0,309.0,3.0
2020/08/20,Nosehill,212,13.0,197.0,2.0
2020/12/16,Nosehill,1100,262.0,829.0,9.0
2020/11/23,Nosehill,651,163.0,483.0,5.0
2020/10/20,Nosehill,323,38.0,282.0,3.0
2020/10/06,Nosehill,284,29.0,252.0,3.0
2020/11/22,Nosehill,634,157.0,472.0,5.0
2020/12/15,Nosehill,1080,262.0,809.0,9.0
2020/10/08,Nosehill,286,28.0,255.0,3.0
2021/05/21,Nosehill,3278,261.0,3002.0,15.0
2020/09/03,Nosehill,235,19.0,214.0,2.0
2021/01/14,Nosehill,1514,180.0,1322.0,12.0
2021/02/22,Nosehill,1746,70.0,1662.0,14.0
2021/04/13,Nosehill,2319,326.0,1979.0,14.0
2021/01/24,Nosehill,1609,145.0,1452.0,12.0
2021/02/05,Nosehill,1678,93.0,1571.0,14.0
2020/09/15,Nosehill,249,10.0,237.0,2.0
2020/11/24,Nosehill,662,166.0,491.0,5.0
2020/09/24,Nosehill,261,12.0,246.0,3.0
2021/02/28,Nosehill,1765,60.0,1691.0,14.0
2020/10/01,Nosehill,275,26.0,246.0,3.0
2021/03/18,Nosehill,1858,84.0,1760.0,14.0
2021/01/08,Nosehill,1448,198.0,1236.0,14.0
2020/11/11,Nosehill,489,112.0,373.0,4.0
2021/05/05,Nosehill,2922,402.0,2506.0,14.0
2021/01/11,Nosehill,1482,194.0,1276.0,12.0
2021/05/19,Nosehill,3244,286.0,2944.0,14.0
2021/01/22,Nosehill,1594,158.0,1424.0,12.0
2021/04/19,Nosehill,2463,337.0,2112.0,14.0
2020/09/13,Nosehill,249,16.0,231.0,2.0
2020/11/09,Nosehill,471,115.0,353.0,3.0
2020/08/30,Nosehill,232,24.0,206.0,2.0
2020/11/02,Nosehill,404,83.0,318.0,3.0
2021/01/07,Nosehill,1440,192.0,1235.0,13.0
2020/11/20,Nosehill,597,138.0,454.0,5.0
2020/09/02,Nosehill,235,20.0,213.0,2.0
2020/12/19,Nosehill,1169,252.0,908.0,9.0
2020/09/08,Nosehill,242,16.0,224.0,2.0
2021/02/02,Nosehill,1657,102.0,1542.0,13.0
2021/03/16,Nosehill,1841,72.0,1755.0,14.0
2020/10/26,Nosehill,359,54.0,302.0,3.0
2020/10/25,Nosehill,344,43.0,298.0,3.0
2020/12/18,Nosehill,1149,259.0,881.0,9.0
2020/11/26,Nosehill,680,167.0,508.0,5.0
2021/04/24,Nosehill,2560,293.0,2253.0,14.0
2021/03/09,Nosehill,1791,47.0,1730.0,14.0
2021/03/05,Nosehill,1780,49.0,1717.0,14.0
2021/05/20,Nosehill,3263,276.0,2973.0,14.0
2021/04/08,Nosehill,2201,270.0,1917.0,14.0
2021/04/17,Nosehill,2398,333.0,2051.0,14.0
2021/02/23,Nosehill,1749,64.0,1671.0,14.0
2020/08/13,Nosehill,207,20.0,186.0,1.0
2020/12/17,Nosehill,1127,255.0,863.0,9.0
2020/12/20,Nosehill,1184,251.0,924.0,9.0
2021/05/10,Nosehill,3095,449.0,2632.0,14.0
2021/02/04,Nosehill,1671,95.0,1563.0,13.0
2021/02/15,Nosehill,1723,75.0,1634.0,14.0
2020/10/18,Nosehill,316,34.0,279.0,3.0
2021/05/28,Nosehill,3333,149.0,3169.0,15.0
2020/12/04,Nosehill,859,226.0,627.0,6.0
2020/12/05,Nosehill,887,242.0,639.0,6.0
2020/08/17,Nosehill,209,15.0,192.0,2.0
2021/04/06,Nosehill,2137,226.0,1897.0,14.0
2021/01/16,Nosehill,1532,171.0,1349.0,12.0
2020/11/21,Nosehill,618,151.0,462.0,5.0
2021/03/22,Nosehill,1893,104.0,1775.0,14.0
2021/02/19,Nosehill,1743,73.0,1656.0,14.0
2021/05/24,Nosehill,3293,184.0,3094.0,15.0
2020/11/28,Nosehill,716,180.0,531.0,5.0
2020/12/02,Nosehill,803,201.0,596.0,6.0
2020/09/30,Nosehill,275,26.0,246.0,3.0
2020/11/30,Nosehill,760,194.0,561.0,5.0
2021/05/01,Nosehill,2772,345.0,2413.0,14.0
2021/03/03,Nosehill,1773,56.0,1703.0,14.0
2020/08/16,Nosehill,213,14.0,197.0,2.0
2020/09/29,Nosehill,274,26.0,245.0,3.0
2020/12/06,Nosehill,911,254.0,651.0,6.0
2021/04/11,Nosehill,2278,318.0,1946.0,14.0
2021/03/24,Nosehill,1921,124.0,1783.0,14.0
2021/05/27,Nosehill,3325,155.0,3155.0,15.0
2021/02/09,Nosehill,1701,93.0,1594.0,14.0
2020/09/20,Nosehill,254,8.0,244.0,2.0
2021/03/04,Nosehill,1777,54.0,1709.0,14.0
2020/11/15,Nosehill,537,130.0,402.0,5.0
2021/02/08,Nosehill,1694,89.0,1591.0,14.0
2020/10/15,Nosehill,309,31.0,275.0,3.0
2021/04/27,Nosehill,2654,322.0,2318.0,14.0
2021/05/03,Nosehill,2832,358.0,2460.0,14.0
2021/05/11,Nosehill,3111,435.0,2662.0,14.0
2021/05/26,Nosehill,3309,159.0,3135.0,15.0
2021/03/26,Nosehill,1938,123.0,1801.0,14.0
2021/02/11,Nosehill,1710,87.0,1609.0,14.0
2021/05/12,Nosehill,3138,443.0,2681.0,14.0
2021/05/25,Nosehill,3297,168.0,3114.0,15.0
2020/10/13,Nosehill,301,29.0,269.0,3.0
2020/10/07,Nosehill,285,27.0,255.0,3.0
2021/05/02,Nosehill,2809,353.0,2442.0,14.0
2021/02/17,Nosehill,1729,68.0,1647.0,14.0
2020/12/08,Nosehill,961,278.0,677.0,6.0
2021/03/27,Nosehill,1949,127.0,1808.0,14.0
2020/11/27,Nosehill,696,170.0,521.0,5.0
2021/03/25,Nosehill,1928,123.0,1791.0,14.0
2021/02/20,Nosehill,1740,69.0,1657.0,14.0
2020/09/07,Nosehill,241,16.0,223.0,2.0
2020/11/16,Nosehill,550,140.0,405.0,5.0
2020/08/25,Nosehill,224,17.0,205.0,2.0
2021/01/15,Nosehill,1522,188.0,1322.0,12.0
2020/09/21,Nosehill,257,10.0,245.0,2.0
2020/09/09,Nosehill,244,16.0,226.0,2.0
2021/05/23,Nosehill,3292,215.0,3062.0,15.0
2020/09/28,Nosehill,271,22.0,246.0,3.0
2021/01/19,Nosehill,1570,169.0,1389.0,12.0
2020/11/29,Nosehill,742,191.0,546.0,5.0
2020/11/18,Nosehill,571,135.0,431.0,5.0
2020/11/17,Nosehill,560,140.0,415.0,5.0
2021/02/10,Nosehill,1704,87.0,1603.0,14.0
2021/02/12,Nosehill,1715,86.0,1615.0,14.0
2021/02/13,Nosehill,1717,79.0,1624.0,14.0
2020/09/27,Nosehill,262,12.0,247.0,3.0
2021/01/17,Nosehill,1536,165.0,1359.0,12.0
2020/12/09,Nosehill,975,279.0,689.0,7.0
2021/03/21,Nosehill,1880,96.0,1770.0,14.0
2021/03/28,Nosehill,1961,128.0,1819.0,14.0
2021/02/14,Nosehill,1722,79.0,1629.0,14.0
2021/04/28,Nosehill,2672,321.0,2337.0,14.0
2020/12/10,Nosehill,991,276.0,707.0,8.0
2020/10/14,Nosehill,306,30.0,273.0,3.0
2020/12/01,Nosehill,781,202.0,574.0,5.0
2021/02/18,Nosehill,1739,72.0,1653.0,14.0
2021/02/16,Nosehill,1727,71.0,1642.0,14.0
2020/12/07,Nosehill,933,267.0,660.0,6.0
2021/01/18,Nosehill,1551,163.0,1376.0,12.0
2021/04/10,Nosehill,2251,301.0,1936.0,14.0
2021/04/09,Nosehill,2227,287.0,1926.0,14.0
2020/08/31,Nosehill,233,24.0,207.0,2.0
2020/12/03,Nosehill,828,212.0,610.0,6.0
2020/10/27,Nosehill,362,54.0,305.0,3.0
2020/07/08,Nosehill,143,7.0,135.0,1.0
2020/05/14,Nosehill,115,26.0,86.0,3.0
2020/07/09,Nosehill,145,9.0,135.0,1.0
2020/05/19,Nosehill,121,20.0,97.0,4.0
2020/06/28,Nosehill,140,4.0,135.0,1.0
2020/04/26,Nosehill,80,35.0,43.0,2.0
2020/04/17,Nosehill,55,15.0,38.0,2.0
2020/06/19,Nosehill,138,9.0,128.0,1.0
2020/06/23,Nosehill,139,5.0,133.0,1.0
2020/07/06,Nosehill,142,7.0,134.0,1.0
2020/07/28,Nosehill,182,27.0,154.0,1.0
2020/07/27,Nosehill,180,28.0,151.0,1.0
2020/06/24,Nosehill,140,6.0,133.0,1.0
2020/07/20,Nosehill,166,30.0,135.0,1.0
2020/05/03,Nosehill,94,40.0,52.0,2.0
2020/04/18,Nosehill,57,17.0,38.0,2.0
2020/05/04,Nosehill,96,39.0,54.0,3.0
2020/04/11,Nosehill,45,22.0,22.0,1.0
2020/06/20,Nosehill,138,7.0,130.0,1.0
2020/06/02,Nosehill,139,19.0,116.0,4.0
2020/06/10,Nosehill,135,15.0,119.0,1.0
2020/07/16,Nosehill,150,16.0,133.0,1.0
2020/06/01,Nosehill,139,19.0,116.0,4.0
2020/04/28,Nosehill,86,37.0,47.0,2.0
2020/07/05,Nosehill,143,9.0,133.0,1.0
2020/07/30,Nosehill,185,25.0,159.0,1.0
2020/05/12,Nosehill,111,28.0,80.0,3.0
2020/06/06,Nosehill,144,17.0,123.0,4.0
2020/04/03,Nosehill,34,,,
2020/07/29,Nosehill,184,25.0,158.0,1.0
2020/08/05,Nosehill,193,21.0,171.0,1.0
2020/05/22,Nosehill,125,19.0,102.0,4.0
2020/05/07,Nosehill,106,42.0,61.0,3.0
2020/04/24,Nosehill,72,27.0,43.0,2.0
2020/06/08,Nosehill,132,18.0,113.0,1.0
2020/05/21,Nosehill,124,21.0,99.0,4.0
2020/05/29,Nosehill,137,22.0,111.0,4.0
2020/05/23,Nosehill,125,19.0,102.0,4.0
2020/06/04,Nosehill,144,20.0,120.0,4.0
2020/07/13,Nosehill,142,8.0,133.0,1.0
2020/06/26,Nosehill,140,6.0,133.0,1.0
2020/08/09,Nosehill,201,19.0,181.0,1.0
2020/06/27,Nosehill,140,4.0,135.0,1.0
2020/05/01,Nosehill,94,44.0,48.0,2.0
2020/06/15,Nosehill,137,12.0,124.0,1.0
2020/05/10,Nosehill,110,35.0,72.0,3.0
2020/03/24,Nosehill,14,,,
2020/03/27,Nosehill,20,,,
2020/05/11,Nosehill,110,30.0,77.0,3.0
2020/03/31,Nosehill,27,,,
2020/08/04,Nosehill,190,20.0,169.0,1.0
2020/04/22,Nosehill,66,24.0,40.0,2.0
2020/06/16,Nosehill,138,12.0,125.0,1.0
2020/04/19,Nosehill,61,21.0,38.0,2.0
2020/05/17,Nosehill,120,27.0,89.0,4.0
2020/04/23,Nosehill,67,23.0,42.0,2.0
2020/07/02,Nosehill,136,3.0,132.0,1.0
2020/06/22,Nosehill,139,5.0,133.0,1.0
2020/06/12,Nosehill,135,11.0,123.0,1.0
2020/05/30,Nosehill,139,23.0,112.0,4.0
2020/04/13,Nosehill,47,16.0,29.0,2.0
2020/07/15,Nosehill,148,14.0,133.0,1.0
2020/05/25,Nosehill,128,21.0,103.0,4.0
2020/06/05,Nosehill,144,19.0,121.0,4.0
2020/05/31,Nosehill,139,22.0,113.0,4.0
2020/05/27,Nosehill,135,24.0,107.0,4.0
2020/07/19,Nosehill,163,27.0,135.0,1.0
2020/05/28,Nosehill,135,22.0,109.0,4.0
2020/06/25,Nosehill,140,6.0,133.0,1.0
2020/06/09,Nosehill,134,15.0,118.0,1.0
2020/05/16,Nosehill,120,30.0,87.0,3.0
2020/06/14,Nosehill,135,10.0,124.0,1.0
2020/05/02,Nosehill,94,41.0,51.0,2.0
2020/03/22,Nosehill,9,,,
2020/05/15,Nosehill,119,30.0,86.0,3.0
2020/08/06,Nosehill,193,18.0,174.0,1.0
2020/04/25,Nosehill,77,32.0,43.0,2.0
2020/04/20,Nosehill,64,23.0,39.0,2.0
2020/04/09,Nosehill,45,23.0,21.0,1.0
2020/06/17,Nosehill,138,9.0,128.0,1.0
2020/04/12,Nosehill,46,21.0,23.0,2.0
2020/07/01,Nosehill,135,4.0,130.0,1.0
2020/06/18,Nosehill,139,10.0,128.0,1.0
2020/08/03,Nosehill,190,21.0,168.0,1.0
2020/05/26,Nosehill,129,21.0,104.0,4.0
2020/07/12,Nosehill,140,6.0,133.0,1.0
2020/07/07,Nosehill,143,7.0,135.0,1.0
2020/03/29,Nosehill,24,,,
2020/05/20,Nosehill,121,18.0,99.0,4.0
2020/06/29,Nosehill,140,3.0,136.0,1.0
2020/04/29,Nosehill,89,39.0,48.0,2.0
2020/07/21,Nosehill,165,28.0,136.0,1.0
2020/06/13,Nosehill,135,11.0,123.0,1.0
2020/06/21,Nosehill,139,8.0,130.0,1.0
2020/07/23,Nosehill,174,36.0,137.0,1.0
2020/06/03,Nosehill,140,17.0,119.0,4.0
2020/07/22,Nosehill,171,34.0,136.0,1.0
2020/06/11,Nosehill,135,13.0,121.0,1.0
2020/05/18,Nosehill,121,27.0,90.0,4.0
2020/05/09,Nosehill,109,37.0,69.0,3.0
2020/05/24,Nosehill,128,22.0,102.0,4.0
2020/03/26,Nosehill,20,,,
2020/04/14,Nosehill,51,17.0,32.0,2.0
2020/05/06,Nosehill,104,43.0,58.0,3.0
2020/03/20,Nosehill,7,,,
2020/07/26,Nosehill,178,31.0,146.0,1.0
2021/01/15,SE,2663,308.0,2326.0,29.0
2020/05/10,SE,305,58.0,230.0,17.0
2020/10/20,SE,662,65.0,576.0,21.0
2020/07/15,SE,400,13.0,366.0,21.0
2020/12/19,SE,2103,348.0,1732.0,23.0
2020/06/24,SE,373,15.0,340.0,18.0
2020/07/26,SE,456,59.0,376.0,21.0
2021/05/08,SE,6078,1099.0,4948.0,31.0
2021/01/20,SE,2739,251.0,2458.0,30.0
2020/11/09,SE,980,204.0,755.0,21.0
2021/02/10,SE,3001,136.0,2836.0,29.0
2020/07/07,SE,389,7.0,361.0,21.0
2020/10/27,SE,764,135.0,608.0,21.0
2020/06/11,SE,357,8.0,331.0,18.0
2020/11/24,SE,1358,315.0,1022.0,21.0
2021/02/03,SE,2936,174.0,2732.0,30.0
2020/08/10,SE,477,18.0,438.0,21.0
2020/12/16,SE,2031,364.0,1644.0,23.0
2021/03/24,SE,3474,246.0,3199.0,29.0
2021/05/02,SE,5587,1015.0,4541.0,31.0
2021/01/17,SE,2691,282.0,2380.0,29.0
2020/04/13,SE,152,60.0,77.0,15.0
2020/12/06,SE,1752,413.0,1317.0,22.0
2020/05/02,SE,270,85.0,168.0,17.0
2021/05/10,SE,6209,1092.0,5086.0,31.0
2021/02/19,SE,3065,109.0,2927.0,29.0
2021/05/11,SE,6295,1099.0,5165.0,31.0
2021/01/25,SE,2840,204.0,2606.0,30.0
2021/03/16,SE,3284,113.0,3142.0,29.0
2020/10/28,SE,774,139.0,614.0,21.0
2021/05/05,SE,5850,1063.0,4756.0,31.0
2021/02/17,SE,3059,123.0,2907.0,29.0
2021/02/23,SE,3093,109.0,2955.0,29.0
2020/06/06,SE,348,8.0,323.0,17.0
2021/02/02,SE,2925,172.0,2723.0,30.0
2020/09/23,SE,562,26.0,515.0,21.0
2021/01/06,SE,2449,274.0,2146.0,29.0
2020/03/31,SE,58,,,
2020/05/18,SE,327,59.0,251.0,17.0
2020/06/02,SE,346,13.0,316.0,17.0
2021/02/27,SE,3149,135.0,2985.0,29.0
2020/07/06,SE,389,7.0,361.0,21.0
2020/04/14,SE,157,63.0,78.0,16.0
2020/11/21,SE,1286,310.0,955.0,21.0
2020/11/22,SE,1305,309.0,975.0,21.0
2020/04/26,SE,249,98.0,135.0,16.0
2021/05/20,SE,6590,598.0,5961.0,31.0
2020/09/28,SE,575,31.0,523.0,21.0
2021/05/30,SE,6729,229.0,6469.0,31.0
2020/11/26,SE,1394,307.0,1066.0,21.0
2020/04/09,SE,135,90.0,36.0,9.0
2020/08/13,SE,486,18.0,447.0,21.0
2020/04/22,SE,216,80.0,120.0,16.0
2020/10/05,SE,591,29.0,541.0,21.0
2020/06/27,SE,374,11.0,345.0,18.0
2020/05/26,SE,344,40.0,287.0,17.0
2020/10/26,SE,741,117.0,603.0,21.0
2021/04/24,SE,4913,844.0,4036.0,33.0
2021/04/19,SE,4586,718.0,3836.0,32.0
2020/09/02,SE,516,18.0,477.0,21.0
2020/11/28,SE,1465,316.0,1128.0,21.0
2020/12/18,SE,2078,352.0,1703.0,23.0
2020/11/30,SE,1536,348.0,1167.0,21.0
2020/12/17,SE,2055,365.0,1667.0,23.0
2020/06/16,SE,367,16.0,333.0,18.0
2021/05/24,SE,6656,389.0,6236.0,31.0
2021/02/14,SE,3029,122.0,2878.0,29.0
2020/11/27,SE,1420,301.0,1098.0,21.0
2020/11/02,SE,861,191.0,649.0,21.0
2021/05/09,SE,6149,1116.0,5002.0,31.0
2020/09/21,SE,557,25.0,511.0,21.0
2020/11/25,SE,1376,314.0,1041.0,21.0
2020/07/19,SE,422,33.0,368.0,21.0
2021/02/25,SE,3128,132.0,2967.0,29.0
2020/07/01,SE,385,8.0,357.0,20.0
2021/04/04,SE,3788,393.0,3366.0,29.0
2020/11/17,SE,1191,291.0,879.0,21.0
2020/08/11,SE,478,16.0,441.0,21.0
2020/09/29,SE,577,29.0,527.0,21.0
2020/03/29,SE,51,,,
2020/12/27,SE,2242,278.0,1940.0,24.0
2021/04/15,SE,4309,604.0,3673.0,32.0
2021/01/29,SE,2892,199.0,2663.0,30.0
2020/09/07,SE,526,20.0,485.0,21.0
2020/08/06,SE,475,24.0,430.0,21.0
2021/03/25,SE,3496,258.0,3209.0,29.0
2020/11/08,SE,959,206.0,732.0,21.0
2020/10/15,SE,625,37.0,567.0,21.0
2021/03/11,SE,3238,111.0,3098.0,29.0
2021/01/03,SE,2389,270.0,2093.0,26.0
2020/10/21,SE,668,69.0,578.0,21.0
2020/06/23,SE,373,17.0,338.0,18.0
2020/09/08,SE,527,19.0,487.0,21.0
2020/12/22,SE,2174,341.0,1810.0,23.0
2020/04/12,SE,150,62.0,73.0,15.0
2020/05/06,SE,283,61.0,205.0,17.0
2020/11/19,SE,1230,289.0,920.0,21.0
2021/01/30,SE,2906,198.0,2678.0,30.0
2021/02/12,SE,3015,125.0,2861.0,29.0
2021/05/13,SE,6407,1040.0,5336.0,31.0
2021/01/21,SE,2751,241.0,2480.0,30.0
2021/05/18,SE,6543,719.0,5793.0,31.0
2020/06/13,SE,364,14.0,332.0,18.0
2021/03/13,SE,3260,107.0,3124.0,29.0
2021/03/01,SE,3156,121.0,3006.0,29.0
2020/06/14,SE,365,15.0,332.0,18.0
2020/05/20,SE,335,62.0,256.0,17.0
2021/04/22,SE,4793,792.0,3968.0,33.0
2021/05/17,SE,6524,762.0,5731.0,31.0
2020/06/29,SE,376,10.0,348.0,18.0
2021/05/01,SE,5494,984.0,4479.0,31.0
2020/06/21,SE,372,18.0,336.0,18.0
2020/07/28,SE,459,60.0,378.0,21.0
2021/03/31,SE,3638,329.0,3280.0,29.0
2021/01/12,SE,2605,310.0,2268.0,27.0
2021/05/29,SE,6718,251.0,6436.0,31.0
2020/06/18,SE,370,19.0,333.0,18.0
2020/09/09,SE,526,16.0,489.0,21.0
2020/12/02,SE,1617,370.0,1226.0,21.0
2021/02/13,SE,3019,120.0,2870.0,29.0
2021/05/07,SE,6012,1093.0,4888.0,31.0
2020/10/06,SE,593,30.0,542.0,21.0
2021/01/28,SE,2883,203.0,2650.0,30.0
2020/08/23,SE,505,24.0,460.0,21.0
2021/02/18,SE,3062,121.0,2912.0,29.0
2020/04/20,SE,201,73.0,112.0,16.0
2021/01/16,SE,2675,286.0,2360.0,29.0
2021/04/27,SE,5107,881.0,4195.0,31.0
2020/09/01,SE,515,23.0,471.0,21.0
2020/05/07,SE,283,54.0,212.0,17.0
2020/12/28,SE,2263,281.0,1958.0,24.0
2020/05/28,SE,344,39.0,288.0,17.0
2020/07/27,SE,457,59.0,377.0,21.0
2021/03/12,SE,3244,99.0,3116.0,29.0
2020/12/03,SE,1651,380.0,1250.0,21.0
2020/12/29,SE,2281,277.0,1980.0,24.0
2021/01/18,SE,2712,277.0,2405.0,30.0
2020/08/12,SE,484,20.0,443.0,21.0
2021/04/08,SE,3979,468.0,3480.0,31.0
2020/07/29,SE,459,54.0,384.0,21.0
2021/02/26,SE,3134,126.0,2979.0,29.0
2020/10/08,SE,599,27.0,551.0,21.0
2021/01/07,SE,2479,283.0,2167.0,29.0
2020/04/24,SE,237,95.0,126.0,16.0
2021/01/26,SE,2854,191.0,2633.0,30.0
2020/08/27,SE,508,18.0,469.0,21.0
2020/06/01,SE,345,15.0,313.0,17.0
2020/12/20,SE,2132,359.0,1750.0,23.0
2021/03/14,SE,3266,111.0,3126.0,29.0
2020/04/17,SE,185,64.0,105.0,16.0
2021/05/16,SE,6465,900.0,5534.0,31.0
2020/12/01,SE,1577,362.0,1194.0,21.0
2020/12/05,SE,1727,411.0,1294.0,22.0
2020/07/30,SE,463,49.0,393.0,21.0
2020/05/12,SE,308,55.0,236.0,17.0
2020/07/16,SE,404,16.0,367.0,21.0
2021/04/10,SE,4041,483.0,3526.0,32.0
2021/05/19,SE,6562,655.0,5876.0,31.0
2021/03/10,SE,3227,115.0,3083.0,29.0
2021/03/05,SE,3191,131.0,3031.0,29.0
2020/11/16,SE,1175,290.0,864.0,21.0
2020/06/12,SE,357,8.0,331.0,18.0
2020/10/12,SE,610,32.0,557.0,21.0
2020/07/05,SE,390,8.0,361.0,21.0
2021/01/04,SE,2402,253.0,2121.0,28.0
2020/09/17,SE,550,25.0,504.0,21.0
2020/05/21,SE,337,57.0,263.0,17.0
2021/01/05,SE,2425,265.0,2132.0,28.0
2021/01/13,SE,2626,309.0,2290.0,27.0
2020/05/29,SE,344,30.0,297.0,17.0
2021/02/01,SE,2921,184.0,2707.0,30.0
2020/08/05,SE,473,27.0,425.0,21.0
2020/04/28,SE,259,100.0,143.0,16.0
2021/05/06,SE,5921,1067.0,4823.0,31.0
2020/09/20,SE,554,24.0,509.0,21.0
2021/01/11,SE,2563,288.0,2248.0,27.0
2020/06/05,SE,346,9.0,320.0,17.0
2021/04/11,SE,4088,515.0,3541.0,32.0
2020/11/03,SE,874,199.0,654.0,21.0
2021/03/26,SE,3522,272.0,3221.0,29.0
2020/07/02,SE,385,8.0,357.0,20.0
2020/05/23,SE,339,46.0,276.0,17.0
2020/10/04,SE,588,31.0,536.0,21.0
2021/01/31,SE,2915,193.0,2692.0,30.0
2020/06/15,SE,365,14.0,333.0,18.0
2020/12/21,SE,2147,341.0,1783.0,23.0
2021/05/26,SE,6676,299.0,6346.0,31.0
2021/01/27,SE,2867,195.0,2642.0,30.0
2020/04/11,SE,145,71.0,60.0,14.0
2020/05/19,SE,334,60.0,257.0,17.0
2021/04/18,SE,4518,699.0,3787.0,32.0
2020/05/14,SE,312,54.0,241.0,17.0
2020/07/20,SE,424,34.0,369.0,21.0
2020/03/27,SE,30,,,
2021/04/14,SE,4249,582.0,3635.0,32.0
2020/12/04,SE,1696,402.0,1272.0,22.0
2020/08/20,SE,499,21.0,457.0,21.0
2020/10/22,SE,680,73.0,586.0,21.0
2020/05/25,SE,344,46.0,281.0,17.0
2020/09/13,SE,543,27.0,495.0,21.0
2021/02/24,SE,3106,117.0,2960.0,29.0
2020/06/04,SE,346,10.0,319.0,17.0
2021/05/25,SE,6672,347.0,6294.0,31.0
2021/02/11,SE,3006,125.0,2852.0,29.0
2020/08/26,SE,507,19.0,467.0,21.0
2020/05/03,SE,276,85.0,174.0,17.0
2020/06/28,SE,375,10.0,347.0,18.0
2020/06/20,SE,370,16.0,336.0,18.0
2021/03/17,SE,3297,117.0,3151.0,29.0
2020/05/27,SE,344,40.0,287.0,17.0
2021/05/22,SE,6621,494.0,6096.0,31.0
2020/03/26,SE,30,,,
2020/05/22,SE,338,54.0,267.0,17.0
2020/11/18,SE,1210,291.0,898.0,21.0
2020/08/24,SE,505,20.0,464.0,21.0
2020/05/30,SE,344,28.0,299.0,17.0
