num,name,local_health_area,zone,active_cases,recovered_cases,total_cases,deaths,dose_1,dose_2,total_dose_administered,number_of_total_outbreaks,outbreak_severity,population,population_region,population_ratio,age_0_14,age_15_64,age_65_84,age_85,male,female,avg_household_size,non_immigrants,immigrants,recent_immigrants,non_pr,aboriginal,no_certificate,high_school,post_secondary,number_of_population_over_15,labour_participation_rate,employement_rate,driver_passenger,public_transit,walked_bike,low_income
128,LAUREL (6444) ( 4.0%),Mill Woods South & East,Edmonton,21,671,696,4,5565,609,6174,1,mild,810,66245,0.110574383,1895,5145,285,0,3725,3605,3.2,2705,4345,1710,275,120,745,1350,3345.0,5435.0,77.8,71.1,3090,520.0,25,485.0
129,MENISA (6450) ( 5.5%),Mill Woods South & East,Edmonton,7,232,241,1,1926,211,2137,0,safe,97,66245,0.038267039,390,1805,340,0,1265,1270,2.8,2100,415,75,15,170,390,645,1115.0,2145.0,70.7,65.3,1175,145.0,20,200.0
130,MINCHAU (6530) ( 8.7%),Mill Woods South & East,Edmonton,9,292,303,2,2420,265,2685,0,safe,153,66245,0.0480791,615,2245,300,25,1610,1575,3.1,2260,825,230,100,105,415,815,1340.0,2570.0,73.5,65.0,1385,185.0,25,235.0
131,SAKAW (6670) ( 5.6%),Mill Woods South & East,Edmonton,12,369,383,2,3065,336,3401,0,safe,246,66245,0.060910257,765,2765,480,30,1980,2060,3.0,2860,1115,270,70,255,575,1130,1570.0,3275.0,70.8,63.1,1750,180.0,20,455.0
132,SATOO (6680) ( 5.4%),Mill Woods South & East,Edmonton,10,315,327,2,2613,286,2899,0,safe,179,66245,0.051928447,670,2210,520,40,1705,1730,3.0,2570,820,205,45,225,465,970,1330.0,2765.0,66.4,59.0,1295,220.0,20,345.0
133,BISSET (6030) ( 6.6%),Mill Woods West,Edmonton,6,319,330,5,2983,454,3436,0,safe,417,39225,0.103123008,750,2965,325,15,2075,1970,3.0,2460,1440,425,150,240,640,1120,1540.0,3300.0,73.5,64.5,1695,345.0,10,495.0
134,HILLVIEW (6300) ( 7.0%),Mill Woods West,Edmonton,6,288,297,4,2688,409,3097,0,safe,339,39225,0.09292543,625,2580,420,20,1770,1875,2.9,2655,885,115,100,215,435,975,1605.0,3020.0,70.4,63.6,1525,240.0,70,480.0
135,KAMEYOSEK (6340) ( 6.4%),Mill Woods West,Edmonton,4,214,222,3,2002,304,2307,0,safe,188,39225,0.069216061,705,1640,270,105,1370,1345,3.1,1690,975,400,50,120,475,595,955.0,2015.0,64.8,56.8,875,165.0,35,365.0
136,LEE RIDGE (6400) ( 8.1%),Mill Woods West,Edmonton,4,220,227,3,2054,312,2366,0,safe,198,39225,0.071000637,630,1795,345,20,1435,1350,3.2,1725,1020,290,40,170,435,645,1080.0,2160.0,62.5,56.0,960,170.0,40,595.0
137,MEYOKUMIN (6460) ( 5.9%),Mill Woods West,Edmonton,5,239,247,3,2234,340,2574,0,safe,234,39225,0.077246654,570,2215,250,0,1590,1440,3.0,1945,1020,335,65,110,385,800,1275.0,2465.0,73.2,68.1,1260,230.0,70,275.0
138,MEYONOHK (6470) ( 9.2%),Mill Woods West,Edmonton,5,243,251,3,2268,345,2612,0,safe,241,39225,0.078393881,520,2120,420,15,1485,1585,2.9,2125,890,190,60,220,510,790,1250.0,2555.0,69.7,63.4,1265,215.0,40,275.0
139,MICHAELS PARK (6480) ( 6.4%),Mill Woods West,Edmonton,3,173,179,2,1619,246,1865,0,safe,123,39225,0.05595921,365,1535,280,15,1030,1165,2.8,1415,730,190,50,90,290,605,935.0,1830.0,65.6,57.7,810,185.0,10,215.0
140,MILL WOODS TOWN CENTRE (6520) ( 8.6%),Mill Woods West,Edmonton,2,92,95,1,859,131,990,0,safe,35,39225,0.029700446,115,635,295,115,505,660,2.4,625,470,190,65,10,285,240,525.0,1050.0,52.1,48.8,280,155.0,75,160.0
141,POLLARD MEADOWS (6580) ( 7.8%),Mill Woods West,Edmonton,7,354,366,5,3311,504,3815,0,safe,514,39225,0.114467814,960,3085,410,30,2265,2225,3.0,2620,1700,620,170,215,665,1075,1790.0,3530.0,72.2,64.0,1850,285.0,60,620.0
142,RICHFIELD (6600) ( 7.4%),Mill Woods West,Edmonton,6,300,310,4,2802,426,3228,0,safe,368,39225,0.096876992,1065,2330,390,15,1815,1980,3.3,2205,1500,615,95,250,555,735,1450.0,2730.0,64.9,58.5,1205,235.0,75,900.0
143,TAWA (6720) ( 7.0%),Mill Woods West,Edmonton,3,150,155,2,1397,213,1610,0,safe,92,39225,0.048311026,255,1240,340,55,860,1035,2.7,1055,775,265,60,40,295,435,905.0,1640.0,63.3,57.8,715,115.0,65,185.0
144,TIPASKAN (6750) ( 9.7%),Mill Woods West,Edmonton,5,236,244,3,2205,335,2540,0,safe,228,39225,0.076226896,655,2115,210,15,1480,1515,3.0,1495,1305,630,190,125,335,710,1295.0,2335.0,72.8,64.0,1090,335.0,25,520.0
145,TWEDDLE PLACE (6760) ( 4.9%),Mill Woods West,Edmonton,5,268,277,4,2504,381,2884,0,safe,294,39225,0.086551944,770,2255,340,25,1665,1730,3.2,1910,1385,540,100,130,545,715,1365.0,2620.0,70.0,60.7,1150,305.0,30,465.0
146,BANNERMAN (2030) ( 7.2%),NE,Edmonton,6,205,213,2,1636,228,1865,0,safe,97,80730,0.034621578,530,1980,280,10,1330,1465,2.7,2315,440,95,40,340,430,775,1060.0,2265.0,71.5,64.2,1090,260.0,35,395.0
147,BELMONT (2070) ( 7.1%),NE,Edmonton,11,396,411,4,3162,441,3603,0,safe,361,80730,0.066889632,1145,3620,570,55,2610,2790,3.1,3735,1600,485,60,415,985,1295,1965.0,4250.0,71.0,64.5,2055,440.0,110,830.0
148,BELVEDERE (2080) ( 8.4%),NE,Edmonton,10,374,388,4,2986,417,3403,0,safe,322,80730,0.063173541,930,3485,630,50,2590,2510,2.8,3480,1500,445,120,745,995,1325,1850.0,4170.0,64.6,57.6,1660,550.0,110,1105.0
149,BRINTNELL (2110) ( 2.4%),NE,Edmonton,14,501,520,6,4002,559,4560,1,mild,579,80730,0.084664932,1775,4750,310,0,3400,3440,3.3,4245,2500,385,95,395,850,1440,2775.0,5065.0,79.7,72.2,2925,490.0,75,505.0
150,CANON RIDGE (2120) ( 3.9%),NE,Edmonton,5,166,173,2,1329,186,1515,0,safe,64,80730,0.028118419,405,1595,260,10,1085,1180,2.7,1800,420,70,50,155,265,555,1040.0,1860.0,70.2,61.4,905,175.0,0,245.0
151,CASSELMAN (2130) ( 4.2%),NE,Edmonton,8,276,286,3,2204,308,2512,0,safe,176,80730,0.046636938,725,2650,370,15,1800,1965,3.0,2625,1080,215,55,370,595,1010,1430.0,3040.0,70.1,64.0,1500,345.0,0,525.0
152,CLAREVIEW TOWN CENTRE (2145) ( 5.4%),NE,Edmonton,7,264,274,3,2108,294,2402,0,safe,161,80730,0.044593088,590,2855,140,20,1780,1830,2.8,1930,1575,535,100,190,350,1050,1610.0,3015.0,79.8,70.3,1220,685.0,115,330.0
153,EBBERS (2251) ( 0.8%),NE,Edmonton,0,11,12,0,91,13,103,0,safe,0,80730,0.00191998,40,100,15,0,95,60,3.1,45,105,75,0,10,35,30,60.0,115.0,91.3,73.9,70,15.0,0,
154,EVERGREEN (2270) ( 7.6%),NE,Edmonton,2,77,80,1,618,86,704,0,safe,14,80730,0.013068252,145,740,175,0,550,510,2.7,1005,55,10,0,210,315,305,290.0,910.0,61.0,51.6,380,55.0,0,145.0
155,FRASER (2280) ( 6.8%),NE,Edmonton,8,281,292,3,2245,313,2559,0,safe,182,80730,0.047504026,805,2725,285,10,1930,1900,3.0,2945,835,170,55,370,530,1025,1465.0,3020.0,74.2,69.3,1595,335.0,45,375.0
156,HAIRSINE (2320) ( 4.3%),NE,Edmonton,5,191,198,2,1525,213,1738,0,safe,84,80730,0.032268054,495,1900,200,15,1285,1315,3.0,1950,615,120,40,280,465,755,890.0,2110.0,70.4,64.7,995,285.0,35,450.0
157,HOLLICK-KENYON (2340) ( 4.2%),NE,Edmonton,13,466,484,5,3724,520,4243,0,safe,501,80730,0.078781122,1395,4540,405,20,3165,3190,3.1,4065,2160,415,140,170,850,1500,2615.0,4965.0,75.3,69.3,2765,395.0,65,435.0
158,HOMESTEADER (2350) ( 6.9%),NE,Edmonton,7,272,282,3,2172,303,2475,0,safe,170,80730,0.045955655,955,2415,335,10,1880,1835,3.2,2660,985,295,70,445,605,905,1255.0,2760.0,67.9,61.6,1215,305.0,75,670.0
159,KERNOHAN (2390) ( 5.2%),NE,Edmonton,6,237,246,3,1897,265,2162,0,safe,130,80730,0.040133779,540,2260,420,30,1590,1650,2.8,2465,710,150,70,305,445,890,1370.0,2705.0,68.5,61.5,1255,240.0,60,285.0
160,KIRKNESS (2430) ( 6.0%),NE,Edmonton,8,298,310,3,2383,333,2716,0,safe,205,80730,0.050414963,800,2940,310,15,1980,2085,3.1,2680,1355,315,30,280,780,1095,1390.0,3265.0,73.7,63.3,1620,345.0,15,465.0
161,CRYSTALLINA NERA EAST (2462) ( 9.1%),NE,Edmonton,0,10,10,0,79,11,90,0,safe,0,80730,0.001672241,20,115,0,0,85,50,3.0,105,25,25,0,10,10,20,90.0,115.0,91.7,83.3,85,10.0,0,
162,MATT BERRY (2500) ( 2.8%),NE,Edmonton,8,302,314,3,2415,337,2752,0,safe,211,80730,0.051096247,765,2925,405,30,2095,2035,3.2,2530,1550,130,45,90,680,1030,1655.0,3360.0,71.4,65.3,1810,235.0,25,340.0
163,MCCONACHIE AREA (2521) ( 5.1%),NE,Edmonton,11,393,408,4,3141,439,3580,0,safe,357,80730,0.066456088,1325,3910,135,0,2645,2720,3.1,3405,1855,550,100,220,510,1150,2380.0,4040.0,83.2,75.9,2585,295.0,30,410.0
164,MCLEOD (2530) ( 5.0%),NE,Edmonton,5,167,174,2,1338,187,1525,0,safe,65,80730,0.028304224,345,1450,455,35,1180,1110,2.8,1785,480,40,15,75,335,740,865.0,1940.0,58.7,54.5,845,120.0,25,150.0
165,MILLER (2541) ( 3.6%),NE,Edmonton,6,222,231,2,1777,248,2025,0,safe,114,80730,0.037594451,650,2025,295,60,1420,1615,3.1,1990,1010,205,35,175,455,655,1265.0,2380.0,74.2,67.9,1255,260.0,15,195.0
166,OVERLANDERS (2590) ( 8.2%),NE,Edmonton,6,218,226,2,1739,243,1982,0,safe,109,80730,0.036789298,635,2115,200,15,1530,1435,2.9,2245,660,220,60,265,540,790,995.0,2330.0,73.0,64.2,1155,280.0,15,450.0
167,CY BECKER (2611) ( 4.2%),NE,Edmonton,2,58,60,1,460,64,524,0,safe,8,80730,0.009723771,190,565,35,0,415,370,3.0,425,325,90,40,30,50,150,400.0,600.0,82.5,81.7,390,60.0,10,30.0
168,RURAL NORTH EAST HORSE HILL (2670) ( 11.0%),NE,Edmonton,1,32,33,0,255,36,290,0,safe,2,80730,0.005388331,75,275,75,10,230,200,2.8,410,25,0,0,45,110,100,145.0,360.0,58.3,54.2,165,15.0,0,35.0
169,EDMONTON ENERGY AND TECHNOLOGY PARK (2681) ( 7.1%),NE,Edmonton,0,15,16,0,120,17,137,0,safe,1,80730,0.002539329,25,135,35,10,95,105,2.6,180,20,10,0,30,50,55,75.0,180.0,63.9,44.4,50,0.0,0,
170,RURAL NORTH EAST SOUTH STURGEON (2690) ( 0.0%),NE,Edmonton,1,45,47,0,360,50,410,0,safe,5,80730,0.007617986,65,475,65,10,310,295,3.0,490,125,0,0,20,70,155,325.0,545.0,76.1,68.8,300,35.0,10,0.0
171,SIFTON PARK (2710) ( 9.7%),NE,Edmonton,4,155,161,2,1241,173,1414,0,safe,56,80730,0.026260374,430,1490,175,20,1090,1030,3.0,1260,775,350,80,95,355,480,850.0,1690.0,68.0,58.3,695,180.0,65,405.0
172,YORK (2720) ( 6.4%),NE,Edmonton,8,283,294,3,2260,316,2575,0,safe,185,80730,0.0478137,675,2675,480,35,1930,1930,2.9,2860,950,295,55,385,755,1000,1430.0,3190.0,67.6,61.3,1550,265.0,35,365.0
173,BALWIN (2020) ( 8.8%),Northgate,Edmonton,7,299,310,4,2522,482,3005,1,mild,219,71650,0.055268667,760,2645,455,100,2150,1805,3.0,2700,1165,215,95,480,1065,985,1150.0,3200.0,59.4,52.3,1275,265.0,60,850.0
174,BELLE RIVE (2050) ( 3.1%),Northgate,Edmonton,6,288,298,4,2427,464,2891,1,mild,203,71650,0.053175157,625,2760,400,25,1850,1955,3.2,2120,1645,130,45,105,735,990,1465.0,3185.0,69.9,65.3,1790,180.0,15,275.0
175,DELWOOD (2230) ( 4.1%),Northgate,Edmonton,6,259,268,4,2181,417,2599,1,mild,164,71650,0.047801814,530,2105,700,90,1695,1725,2.9,2660,715,65,40,300,835,920,1140.0,2895.0,62.9,55.6,1270,240.0,55,225.0
176,EAUX CLAIRES (2241) ( 4.2%),Northgate,Edmonton,6,254,263,3,2143,410,2553,1,mild,158,71650,0.04696441,540,2490,300,30,1675,1690,3.0,2030,1265,140,65,80,550,895,1380.0,2820.0,73.0,66.1,1540,190.0,70,270.0
177,EVANSDALE (2260) ( 5.7%),Northgate,Edmonton,10,439,455,6,3701,708,4408,1,mild,471,71650,0.081088625,1350,3670,720,65,2850,2955,3.1,3550,2150,655,115,280,1205,1345,1900.0,4460.0,60.3,53.6,2005,250.0,60,1420.0
178,GLENGARRY (2290) ( 7.9%),Northgate,Edmonton,5,217,225,3,1834,351,2185,0,safe,116,71650,0.040195394,400,1910,495,80,1400,1490,2.8,2105,770,140,10,155,565,845,1075.0,2485.0,61.8,55.3,1035,245.0,30,365.0
179,KILDARE (2400) ( 8.6%),Northgate,Edmonton,4,192,199,3,1621,310,1931,0,safe,90,71650,0.035519888,380,1575,515,80,1185,1360,2.9,1805,715,160,25,165,535,650,985.0,2170.0,58.2,51.5,840,180.0,65,355.0
180,KILKENNY (2410) ( 7.2%),Northgate,Edmonton,10,438,454,6,3697,707,4404,1,mild,470,71650,0.081018842,1250,3790,715,50,2915,2890,3.1,4040,1690,445,75,660,1135,1510,1910.0,4550.0,64.7,58.1,2020,425.0,65,1030.0
181,KILLARNEY (2420) ( 6.2%),Northgate,Edmonton,8,338,350,5,2850,545,3395,1,mild,279,71650,0.062456385,890,3115,405,70,2290,2185,2.9,3125,1185,490,160,665,925,1210,1450.0,3585.0,67.8,60.9,1620,380.0,100,810.0
182,KLARVATTEN (2440) ( 5.5%),Northgate,Edmonton,10,453,469,6,3822,731,4552,1,mild,502,71650,0.083740405,1320,4400,260,20,2935,3065,3.2,4025,1920,195,45,170,780,1430,2465.0,4680.0,78.0,71.5,2795,345.0,35,415.0
183,CRYSTALLINA NERA WEST (2463) ( 8.2%),Northgate,Edmonton,2,69,72,1,586,112,698,0,safe,12,71650,0.012840195,230,675,15,0,490,435,3.1,615,300,65,0,30,90,140,455.0,690.0,87.7,81.2,495,40.0,0,45.0
184,MAYLIEWAN (2511) ( 5.4%),Northgate,Edmonton,7,324,336,4,2732,522,3255,1,mild,257,71650,0.059874389,785,3005,460,40,2175,2110,3.2,2630,1625,95,35,105,775,1245,1480.0,3500.0,69.5,64.6,1930,200.0,15,295.0
185,NORTHMOUNT (2580) ( 4.9%),Northgate,Edmonton,5,227,235,3,1911,365,2276,0,safe,126,71650,0.041870202,480,1780,690,55,1520,1480,2.9,1935,1010,155,50,130,670,765,1095.0,2525.0,57.7,50.0,995,175.0,30,390.0
186,OZERNA (2600) ( 5.9%),Northgate,Edmonton,8,346,358,5,2917,558,3475,1,mild,293,71650,0.063921842,720,3340,490,35,2270,2315,3.2,2735,1815,80,40,75,925,1220,1720.0,3865.0,69.5,65.8,2220,215.0,25,305.0
187,SCHONSEE (2700) ( 3.9%),Northgate,Edmonton,6,265,275,4,2239,428,2667,1,mild,172,71650,0.04905792,855,2360,280,20,1670,1845,3.2,2120,1375,165,20,75,495,760,1405.0,2660.0,73.3,68.8,1595,150.0,15,255.0
188,CALDER (3070) ( 7.2%),Northgate,Edmonton,7,294,304,4,2478,474,2951,1,mild,211,71650,0.054291696,580,2915,310,90,1985,1910,2.7,3020,835,165,40,555,750,1110,1450.0,3315.0,68.2,59.9,1535,310.0,70,510.0
189,KENSINGTON (3250) ( 4.2%),Northgate,Edmonton,6,277,287,4,2338,447,2784,1,mild,188,71650,0.051221214,565,2340,635,130,1885,1780,2.9,2695,925,225,45,335,805,1035,1265.0,3110.0,63.0,54.9,1415,210.0,35,425.0
190,LAUDERDALE (3260) ( 7.0%),Northgate,Edmonton,5,219,227,3,1847,353,2200,0,safe,117,71650,0.040474529,520,2000,330,50,1450,1445,2.8,2005,815,270,80,240,540,805,1035.0,2380.0,66.6,59.0,1040,240.0,65,605.0
191,ROSSLYN (3390) ( 5.6%),Northgate,Edmonton,5,212,220,3,1790,342,2132,0,safe,110,71650,0.039218423,440,1860,435,75,1470,1335,2.9,2020,750,215,35,265,570,785,1015.0,2370.0,62.2,55.5,1055,155.0,65,350.0
192,RICHFORD (5451) ( 9.5%),Rutherford,Edmonton,2,51,52,0,477,61,538,0,safe,4,85645,0.007122424,45,415,150,0,275,340,2.7,405,210,10,0,15,75,150,340.0,565.0,61.1,54.0,235,45.0,0,15.0
193,MACEWAN (5452) ( 5.3%),Rutherford,Edmonton,15,486,504,2,4586,589,5175,1,mild,402,85645,0.068538735,1145,4320,380,25,2965,2900,3.0,3590,2140,480,140,130,410,1075,3245.0,4725.0,78.5,72.0,2690,485.0,50,340.0
194,BLACKMUD CREEK (5453) ( 4.3%),Rutherford,Edmonton,9,283,293,1,2672,343,3015,1,mild,137,85645,0.039932279,700,2365,325,25,1640,1775,3.0,2150,1220,340,55,130,255,570,1895.0,2715.0,73.8,67.6,1470,175.0,25,85.0
195,RUTHERFORD (5454) ( 6.0%),Rutherford,Edmonton,28,887,918,4,8359,1074,9433,2,severe,1337,85645,0.124934322,2640,7475,570,20,5280,5420,3.1,6760,3710,880,235,285,680,1800,5575.0,8060.0,78.5,72.4,4355,960.0,65,640.0
196,CALLAGHAN (5457) ( 5.2%),Rutherford,Edmonton,8,258,267,1,2430,312,2742,1,mild,113,85645,0.036312686,645,2365,95,0,1505,1605,3.0,1860,1130,370,125,110,315,620,1530.0,2465.0,79.1,72.0,1355,265.0,0,290.0
197,ALLARD (5458) ( 3.0%),Rutherford,Edmonton,8,269,278,1,2535,326,2861,1,mild,123,85645,0.03788896,770,2375,105,0,1660,1590,3.1,1610,1560,455,85,80,200,550,1730.0,2480.0,79.0,71.8,1355,310.0,10,185.0
198,CHAPPELLE AREA (5462) ( 7.9%),Rutherford,Edmonton,11,363,376,2,3422,440,3861,1,mild,224,85645,0.051141339,1075,3255,55,0,2200,2180,3.0,2905,1390,530,90,125,255,845,2210.0,3305.0,87.6,81.7,2315,250.0,10,220.0
199,HERITAGE VALLEY TOWN CENTRE AREA (5464) ( 11.8%),Rutherford,Edmonton,2,48,50,0,457,59,516,0,safe,4,85645,0.006830521,80,490,10,0,295,295,2.6,355,185,60,45,20,40,125,340.0,505.0,82.0,75.0,300,70.0,0,85.0
200,HAYS RIDGE AREA (5465) ( 2.3%),Rutherford,Edmonton,0,14,15,0,133,17,150,0,safe,0,85645,0.001984938,30,130,0,0,90,80,3.0,130,45,10,0,0,25,20,100.0,135.0,78.6,71.4,90,0.0,0,
201,CAVANAGH (5467) ( 8.2%),Rutherford,Edmonton,0,14,14,0,129,17,145,0,safe,0,85645,0.001926557,25,140,0,0,80,85,3.2,80,90,40,0,10,10,35,100.0,140.0,85.7,71.4,70,0.0,0,
202,GRAYDON HILL (5468) ( 10.3%),Rutherford,Edmonton,0,14,14,0,129,17,145,0,safe,0,85645,0.001926557,25,140,0,0,90,75,2.7,80,75,65,15,0,15,30,95.0,140.0,78.6,71.4,60,25.0,0,
203,PAISLEY (5469) ( 5.6%),Rutherford,Edmonton,1,42,44,0,398,51,450,0,safe,3,85645,0.005954813,110,400,0,0,280,225,2.9,345,145,60,15,25,20,75,310.0,400.0,91.2,81.2,275,45.0,0,20.0
204,AMBLESIDE (5505) ( 3.5%),Rutherford,Edmonton,14,437,452,2,4117,529,4646,1,mild,324,85645,0.061533073,1120,3805,330,15,2535,2735,2.9,3285,1805,520,180,90,270,890,2995.0,4150.0,81.4,75.3,2615,225.0,75,400.0
205,WINDERMERE (5570) ( 5.0%),Rutherford,Edmonton,23,723,749,3,6816,876,7692,2,severe,889,85645,0.101874015,1970,6285,415,50,4470,4255,3.1,5145,3365,690,205,160,490,1425,4840.0,6750.0,78.1,72.5,3880,450.0,60,460.0
206,KESWICK AREA (5576) ( 9.5%),Rutherford,Edmonton,2,51,52,0,477,61,538,0,safe,4,85645,0.007122424,135,450,25,0,310,300,2.8,365,220,40,20,30,25,65,380.0,470.0,83.2,76.8,315,15.0,0,25.0
207,GLENRIDDING HEIGHTS (5578) ( 5.0%),Rutherford,Edmonton,4,129,134,1,1219,157,1375,0,safe,28,85645,0.018214724,355,1175,30,0,790,770,3.0,720,765,315,80,30,100,220,885.0,1205.0,85.1,80.5,815,90.0,0,115.0
208,BLACKBURNE (5590) ( 3.1%),Rutherford,Edmonton,4,120,124,1,1129,145,1274,0,safe,24,85645,0.016871972,165,985,280,15,685,760,2.8,1055,390,55,0,30,180,315,790.0,1285.0,63.4,61.1,640,55.0,20,70.0
209,ELLERSLIE (6211) ( 6.3%),Rutherford,Edmonton,16,508,526,2,4793,616,5409,1,mild,439,85645,0.071632903,1460,4435,210,30,3165,2970,3.2,3515,2395,585,220,250,550,1315,2810.0,4675.0,81.4,73.6,2810,370.0,65,480.0
210,SUMMERSIDE (6213) ( 4.5%),Rutherford,Edmonton,37,1200,1242,5,11313,1453,12766,3,severe,2448,85645,0.169069998,3645,10315,490,30,7185,7290,3.1,9410,4835,1085,235,350,1030,2550,7255.0,10835.0,82.9,76.6,6915,710.0,50,445.0
211,THE ORCHARDS AT ELLERSLIE (6216) ( 2.9%),Rutherford,Edmonton,3,103,106,0,969,124,1093,0,safe,18,85645,0.01447837,270,950,20,0,590,655,2.9,705,525,205,15,25,80,175,710.0,965.0,88.6,83.4,670,90.0,10,30.0
212,CHARLESWORTH (6661) ( 6.9%),Rutherford,Edmonton,14,459,475,2,4324,555,4880,1,mild,358,85645,0.06462724,1325,4020,185,10,2815,2720,3.2,2910,2510,735,120,105,535,1110,2575.0,4215.0,80.9,73.4,2585,330.0,10,300.0
213,WALKER (6662) ( 4.9%),Rutherford,Edmonton,20,639,662,3,6027,774,6802,1,mild,695,85645,0.090081149,1970,5535,195,15,3920,3795,3.2,3355,4250,1745,110,165,655,1175,3915.0,5745.0,80.9,74.3,3390,640.0,30,490.0
214,ASPEN GARDENS (5020) ( 2.3%),Twin Brooks,Edmonton,2,66,69,1,1288,274,1562,0,safe,44,72810,0.024721879,335,1165,275,20,880,920,3.2,1410,350,80,40,15,90,305,1070.0,1465.0,72.0,65.5,690,120.0,40,100.0
215,BEARSPAW (5030) ( 2.1%),Twin Brooks,Edmonton,2,76,79,1,1481,315,1796,0,safe,59,72810,0.028430161,235,1310,470,60,1075,1000,2.8,1475,570,65,30,40,210,450,1175.0,1835.0,58.7,54.6,775,135.0,20,145.0
216,BLUE QUILL ESTATES (5070) ( 6.6%),Twin Brooks,Edmonton,1,51,53,1,998,212,1210,0,safe,27,72810,0.019159456,265,900,205,20,720,670,3.0,805,505,190,80,15,120,275,730.0,1130.0,68.9,58.7,480,115.0,0,95.0
217,BRANDER GARDENS (5080) ( 6.0%),Twin Brooks,Edmonton,2,93,96,1,1810,385,2195,0,safe,88,72810,0.034747974,515,1655,305,55,1205,1330,2.9,1845,610,225,75,75,185,485,1340.0,2015.0,67.1,60.1,905,180.0,10,475.0
218,BROOKSIDE (5090) ( 0.0%),Twin Brooks,Edmonton,2,76,79,1,1474,313,1787,0,safe,58,72810,0.028292817,435,1250,345,25,1040,1020,3.1,1540,480,105,40,50,155,270,1190.0,1620.0,64.5,58.6,715,95.0,10,105.0
219,BULYEA HEIGHTS (5100) ( 1.8%),Twin Brooks,Edmonton,3,129,133,1,2504,532,3037,0,safe,168,72810,0.04807032,460,2385,565,85,1700,1800,2.9,2345,1110,55,35,65,230,750,2055.0,3035.0,67.5,62.8,1395,180.0,35,95.0
220,CARTER CREST (5130) ( 1.7%),Twin Brooks,Edmonton,1,53,55,1,1023,218,1241,0,safe,28,72810,0.019640159,230,920,275,10,695,735,3.2,1010,410,10,10,15,115,235,855.0,1200.0,66.8,61.8,620,50.0,10,35.0
221,FALCONER HEIGHTS (5190) ( 0.4%),Twin Brooks,Edmonton,2,66,69,1,1288,274,1562,0,safe,44,72810,0.024721879,270,1205,300,30,905,900,3.0,1025,770,110,10,20,115,350,1070.0,1535.0,61.4,55.6,610,130.0,35,50.0
222,GRANDVIEW HEIGHTS (5210) ( 7.4%),Twin Brooks,Edmonton,1,38,39,0,733,156,889,0,safe,14,72810,0.014077737,230,635,130,30,535,485,3.3,805,215,10,0,40,50,145,590.0,790.0,70.3,65.8,355,70.0,50,35.0
223,HENDERSON ESTATES (5230) ( 3.4%),Twin Brooks,Edmonton,2,71,73,1,1377,293,1670,0,safe,51,72810,0.026438676,325,1260,320,20,960,965,3.2,1330,590,20,10,45,110,340,1145.0,1595.0,68.1,62.5,790,85.0,10,60.0
224,KEHEEWIN (5250) ( 5.7%),Twin Brooks,Edmonton,3,109,112,1,2111,449,2559,0,safe,120,72810,0.040516413,465,1875,530,75,1385,1565,2.9,1945,915,205,85,70,305,625,1555.0,2480.0,63.2,58.4,1065,235.0,45,235.0
225,LANSDOWNE (5260) ( 0.0%),Twin Brooks,Edmonton,1,33,34,0,644,137,781,0,safe,11,72810,0.012360939,160,545,185,10,455,440,3.0,750,145,0,0,40,55,150,540.0,740.0,66.2,64.2,315,60.0,25,90.0
226,OGILVIE RIDGE (5300) ( 2.5%),Twin Brooks,Edmonton,1,40,42,0,780,166,946,0,safe,16,72810,0.014970471,155,715,185,30,550,535,3.0,805,275,20,10,10,55,175,700.0,930.0,67.2,63.4,475,30.0,0,15.0
227,RAMSAY HEIGHTS (5340) ( 4.0%),Twin Brooks,Edmonton,3,134,138,1,2594,551,3145,0,safe,180,72810,0.049787117,635,2335,610,50,1745,1885,2.9,2590,985,285,50,110,265,600,2130.0,2995.0,68.3,62.8,1395,240.0,35,210.0
228,RHATIGAN RIDGE (5350) ( 0.5%),Twin Brooks,Edmonton,3,120,124,1,2325,494,2820,0,safe,145,72810,0.044636726,595,2060,545,50,1610,1635,3.1,2240,980,110,25,40,205,520,1935.0,2655.0,63.8,60.3,1220,120.0,60,90.0
229,SKYRATTLER (5460) ( 7.6%),Twin Brooks,Edmonton,2,82,85,1,1599,340,1939,0,safe,69,72810,0.030696333,295,1670,260,10,1055,1185,2.7,1600,580,185,50,105,205,515,1225.0,1940.0,73.7,64.2,910,220.0,45,355.0
230,MAGRATH HEIGHTS (5476) ( 3.4%),Twin Brooks,Edmonton,3,139,144,1,2694,573,3266,0,safe,195,72810,0.05170993,840,2525,330,70,1830,1935,3.3,2345,1355,190,65,70,350,600,1975.0,2930.0,71.5,67.6,1505,195.0,40,225.0
231,MACTAGGART (5477) ( 3.1%),Twin Brooks,Edmonton,3,108,111,1,2089,444,2533,0,safe,117,72810,0.040104381,725,1950,245,0,1465,1455,3.2,1885,995,275,45,35,185,460,1540.0,2195.0,73.8,67.4,1195,130.0,10,135.0
232,TWIN BROOKS (5511) ( 3.8%),Twin Brooks,Edmonton,6,240,248,2,4654,989,5644,1,mild,581,72810,0.089342123,980,4480,990,60,3235,3275,3.0,4245,2130,220,135,205,625,1305,3600.0,5530.0,68.7,63.9,2760,415.0,75,400.0
